category,subcategory,subcategory_url,name,websites,phones,address,zipcode,emails,description
"Education","Adult Education","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=HH-0500&cid=38537","Salvation Army: Brown St. information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=SalvationArmyBrownSt_1147_12_0","(215) 717-1169  ","1340 Brown St.   Philadelphia  , PA  ","","linette_gallimore@use.salvationarmy.org  ","Salvation Army: Brown St. information provided by: the Pennsylvania Prison Society Housing information, child/family services, employment, education, drug/alcohol treatment, residential/transitional services, re-entry, emergency services (with documentation)  "
"Education","Adult Education","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=HH-0500&cid=38537","Project HOME: Honickman Learning Center information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=ProjectHOMEHonickmanLearningCenter_1147_12_0,http://www.projecthome.org/services/education/honickman.php","(215) 235-2900  ","1936 North Judson Street  Philadelphia , PA  19121 ","19121","reneemurdock@projecthome.org ","Project HOME: Honickman Learning Center information provided by: the Pennsylvania Prison Society The Center, located on the 1900 block of North Judson Street, runs programs which focus on the integration of technology with art, education and enterprise. Programs are tailored to help the residents of the community?both children and adults?move toward greater prosperity by increasing their educational and employment opportunities through comprehensive technology and literacy instruction. "
"Education","Adult Education","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=HH-0500&cid=38537","Salvation Army: Eastern Pennsylvania information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=SalvationArmyEasternPennsylvania_1147_12_0,http://www.use.salvationarmy.org/use/www_use_easternpa.nsf","(215) 787-2978","701 N Broad Street  Philadelphia , PA  19123 ","19123","","Salvation Army: Eastern Pennsylvania information provided by: the Pennsylvania Prison Society OESS intake office for single women, families, and head of household (male or female) with children. This location is used for intake after 4pm on weekdays and all day on weekends. "
"Education","Adult Education","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=HH-0500&cid=38537","Temple University: Adult Literacy Training information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=TempleUniversityAdultLiteracyTraining_1147_12_0,http://chpsw.temple.edu/cspcd/programs/adult-literacy-training-ged-programs","(215) 204-2560  ","1913 North Broad Street  Philadelphia , PA  19107 ","19107","well@temple.edu ","Temple University: Adult Literacy Training information provided by: the Pennsylvania Prison Society Temple CSPCD offers a myriad of other employment, training, and workforce development programs. Temple WELL expands services and provides the precursor training to help youth and adults obtain the required literacy and math skills and GED to enter post-secondary education and training.  "
"Education","Adult Education","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=HH-0500&cid=38537","Temple University: GED information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=TempleUniversityGED_1147_12_0,http://www.temple.edu/marc/ged.html","(215) 204-86153 ","1803 N. Broad St  Philadelphia , PA ","","sally.frazee@temple.edu ","Temple University: GED information provided by: the Pennsylvania Prison Society At Temple, GED® Testing is offered on Saturdays (English and Spanish) and Fridays (French) at the Main Campus. All testing is by appointment only. To arrange for GED® Testing at Temple, call 215.204.8613, Monday-Friday, between 8:30 am and 5:00 pm. "
"Education","Adult Education","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=HH-0500&cid=38537","Center for Literacy information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=CenterforLiteracy_1147_12_0,http://www.centerforliteracy.org","(215) 474-1235 200 ","399 Market Street, Suite 201  Philadelphia , PA  19143 ","19143","","Center for Literacy information provided by: the Pennsylvania Prison Society Provides literary services for Children, Teens and Adults in Philadelphia. "
"Education","Adult Education","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=HH-0500&cid=38537","Cardinal Bevilacqua Community Center information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=CardinalBevilacquaCommunityCenter_1147_12_0,http://bevilacquacommunitycenter.org/","(215) 426-9422 ","2646 Kensington Ave.  Philadelphia , PA  19125 ","19125","info@bevilacquacommunitycenter.org ","Cardinal Bevilacqua Community Center information provided by: the Pennsylvania Prison Society The Cardinal Bevilacqua Community Center at Visitation is committed to provide a safe place for community outreach, continuous education, and recreation among the diverse cultural communities of Kensington and its surrounding neighborhoods. "
"Education","Adult Education","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=HH-0500&cid=38537","Community College of Philadelphia information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=CommunityCollegeofPhiladelphia_1147_12_0,http://www.ccp.edu/site/prospective/assessment/ged.php","(215) 751-8193","1700 Spring Garden St.  Philadelphia , PA  19130 ","19130","","Community College of Philadelphia information provided by: the Pennsylvania Prison Society Community College of Philadelphia offers both GED classes and the GED test. For information about GED classes, please call (215) 751-8376. Candidates will hear a recorded message of class times and registration dates. To enroll in GED classes, candidates must come in to the Enrollment Service desk located on the ground floor of the Bonnell Building on the Main Campus. Classes are held at the Main Campus and Regional Centers. "
"Education","Adult Education","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=HH-0500&cid=38537","DPT Business School information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=DPTBusinessSchool_1147_12_0","(215) 673-7870 ","11000 Roosevelt Blvd.  Philadelphia , PA  19116 ","11000","","DPT Business School information provided by: the Pennsylvania Prison Society DPT wants its students to have a memorable learning experience and be motivated to start a new career or run their own business. The school gives them the training and tools they need to feel confident in pursuing their professional goals. "
"Education","Adult Education","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=HH-0500&cid=38537","Community Learning Center information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=CommunityLearningCenter_1147_12_0,http://www.communitylearningcenter.org/index.shtml","(215) 426-7940  ","2701 N. Broad Street   Philadelphia , PA  19132 ","19132","information@communitylearningcenter.org ","Community Learning Center information provided by: the Pennsylvania Prison Society CLC provides free classes and support services to low-income adults seeking to change their lives through literacy. their goal is to help their students learn the skills they need to go to college, enter job training programs, and obtain sustainable employment.  "
"Education","Adult Education","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=HH-0500&cid=38537","Enon Tabernacle Baptist Church information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=EnonTabernacleBaptistChurch_1147_12_0,http://enontab.org","(215) 276-7200 ext. 1009 ","2800 Cheltenham Ave.  Philadelphia , PA  19150 ","19150","acolley@enontab.org  ","Enon Tabernacle Baptist Church information provided by: the Pennsylvania Prison Society Provides children and family services, mentoring, domestic/sexual violence education, drug/alcohol support groups, GED education, employment referrals, legal/reentry services. "
"Education","Adult Education","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=HH-0500&cid=38537","Episcopal Community Services information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=EpiscopalCommunityServices_1147_12_0,http://www.ecsphilly.org/","(215) 351-1400  ","225 S. 3rd St.  Philadelphia , PA  19106 ","19106","info@ecs1870.org ","Episcopal Community Services information provided by: the Pennsylvania Prison Society Episcopal Community Services empowers vulnerable individuals and families by providing high-quality social and educational services that affirm human dignity and promote social justice. Programs and Services: 1) ECS FAST Housing: Provides cases management and permanent housing to more than 40 households in which a parent has a disability and a history of homelessness in order to help people achieve independence. 2) ECS St. Barnabas Mission serves homeless women and their children providing shelter, case management, and related services to address the root causes of homelessness. Women can obtain a referral through the Office of Supportive Housing. 3) ECS Foster/Kinship Care. 4)ECS Home Care for Seniors. 5)ECS Out of School Time: ECS provides after school and summer programs in the Feltonville section of Philadelphia. 6) ECS Teens Takin’ Over: Provides support and resources to vulnerable youth in Philadelphia. This listing was updated by the Pennsylvania Prisons Society. "
"Education","Adult Education","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=HH-0500&cid=38537","Episcopal Community Services information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=EpiscopalCommunityServices_1147_12_0,http://www.ecsphilly.org/","(215) 351-1400  ","22 South Street  Philadelphia , PA  19151 ","19151","info@ecs1870.org ","Episcopal Community Services information provided by: the Pennsylvania Prison Society Episcopal Community Services empowers vulnerable individuals and families by providing high-quality social and educational services that affirm human dignity and promote social justice. Programs and Services: 1) ECS FAST Housing: Provides cases management and permanent housing to more than 40 households in which a parent has a disability and a history of homelessness in order to help people achieve independence. 2) ECS St. Barnabas Mission serves homeless women and their children providing shelter, case management, and related services to address the root causes of homelessness. Women can obtain a referral through the Office of Supportive Housing. 3) ECS Foster/Kinship Care. 4)ECS Home Care for Seniors. 5)ECS Out of School Time: ECS provides after school and summer programs in the Feltonville section of Philadelphia. 6) ECS Teens Takin’ Over: Provides support and resources to vulnerable youth in Philadelphia. This listing was updated by the Pennsylvania Prisons Society. "
"Education","Adult Education","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=HH-0500&cid=38537","Esperanza College information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=EsperanzaCollege_1147_12_0","","4261 N. 5th Street  Philadelphia , PA  19140 ","19140","www.esperanza.us ","Esperanza College information provided by: the Pennsylvania Prison Society Provides assistance for the Hispanic community of Philadelphia. "
"Education","Adult Education","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=HH-0500&cid=38537","Fisherman Ministries and Outreach information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=FishermanMinistriesandOutreach_1147_12_0,http://www.eph67.org/","(215) 322-0587  ","P.O. Box 1013  Southampton , PA ","","info@eph67.org ","Fisherman Ministries and Outreach information provided by: the Pennsylvania Prison Society Provides adult education and employment services. "
"Education","Adult Education","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=HH-0500&cid=38537","I-LEAD information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=ILEAD_1147_12_0,http://www.i-lead.org","(877) 428-8092 ","P.O. Box 48310  Philadelphia , PA  19144 ","48310","dc@i-lead.org ","I-LEAD information provided by: the Pennsylvania Prison Society Provides information on education opportunities. "
"Education","Adult Education","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=HH-0500&cid=38537","Impact Services: Veterans information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=ImpactServicesVeterans_1147_12_0,http://www.impactservices.org/veterans-services/","Jason Cosley (215) 739-1600, ext 1600","1952 E. Allegheny Avenue  Philadelphia , PA  19134 ","19134","info@impactservices.org ,jcosley@impactservices.org ","Impact Services: Veterans information provided by: the Pennsylvania Prison Society One year of active military duty before 1980 & 2 yrs. active duty after 1980. Honorable Discharge, DD214 or Statement of Service. Vets on parole disqualified. Vets on probation accepted with concurrence of Dept. of Prob/Parole. "
"Education","Adult Education","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=HH-0500&cid=38537","Luthern Settlement House CEED information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=LuthernSettlementHouseCEED_1147_12_0,http://www.lutheransettlement.org/html/CEED_overview.html","(215) 426-8610 242 ","1340 Frankford Avenue  Philadelphia , PA  19125 ","19125","ahreinhard@lutheransettlement.org ","Luthern Settlement House CEED information provided by: the Pennsylvania Prison Society CEED provides a wide variety of educational and career opportunities of life. CEED offers morning, afternoon, and evening classes in English and Literacy and Family Literacy, basic reading and writing skills. "
"Education","Adult Education","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=HH-0500&cid=38537","Impact Services information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=ImpactServices_1147_12_0,http://www.impactservices.org/","(215) 739-1600  ","1952 East Allegheny Avenue  Philadelphia , PA  19134 ","19134","","Impact Services information provided by: the Pennsylvania Prison Society Impact provides a range of resources pertaining to employment and training, supportive housing, community and economic development. "
"Education","Adult Education","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=HH-0500&cid=38537","Orleans Technical Institute information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=OrleansTechnicalInstitute_1147_12_0,http://www.orleanstech.edu/home","(215) 728-4733  ","2770 Red Lion Road  Philadelphia , PA  19111 ","19111","orleanstech@jevs.org ","Orleans Technical Institute information provided by: the Pennsylvania Prison Society Orleans Technical Institute has helped students from all walks of life move toward one common goal ? learning new skills to enhance their success in the workforce. Whether you are new to the workforce, looking to upgrade your skills, or wanting to try something new and exciting, Orleans Technical Institute is committed to helping you meet your employment goals. We believe that intensive skills training is the key to finding and retaining employment in the competitive job market. "
"Education","Adult Education","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=HH-0500&cid=38537","Peirce College information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=PeirceCollege_1147_12_0,http://www.peirce.edu/","(215) 670-9279 ","1420 Pine Street  Philadelphia , PA  19102 ","19102","LParis@Peirce.edu ","Peirce College information provided by: the Pennsylvania Prison Society Provides accessible educational opportunities. "
"Education","Adult Education","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=HH-0500&cid=38537","Phila Opportunities Industrialization Center information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=PhilaOpportunitiesIndustrializationCenter_1147_12_0,http://philaoic.org/","(215) 236-7700   ","1231 North Broad Street   Philadelphia  , PA  ","","jobs@philaoic.org  ","Phila Opportunities Industrialization Center information provided by: the Pennsylvania Prison Society Philadelphia Opportunities Industrialization Center, Inc. is dedicated to the elimination of poverty, unemployment, and illiteracy to ensure a meaningful quality of life for families and individuals within the Philadelphia community.  "
"Education","Adult Education","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=HH-0500&cid=38537","Philadelphia Center for Arts and Technology (PCAT) information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=PhiladelphiaCenterforArtsandTechnologyPCAT_1147_12_0,http://www.foundationsinc.org/expanded-learning/projects/philadelphia-center-arts-and-technology","(267) 297-6231   ","2111-31 Eastburn Avenue   Philadelphia  , PA  ","","pcat@foundationsinc.org  ","Philadelphia Center for Arts and Technology (PCAT) information provided by: the Pennsylvania Prison Society The Philadelphia Center for Arts and Technology® (PCAT) offers children, youth and adults the opportunity to develop the academic, work, and life skills they need to thrive in the 21st century.  "
"Education","Adult Education","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=HH-0500&cid=38537","Project HOME: Honickman Learning Center information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=ProjectHOMEHonickmanLearningCenter_1147_12_0,http://www.projecthome.org/services/education/honickman.php","(215) 235-2900  ","1936 North Judson Street  Philadelphia , PA  19121 ","19121","reneemurdock@projecthome.org ","Project HOME: Honickman Learning Center information provided by: the Pennsylvania Prison Society The Center, located on the 1900 block of North Judson Street, runs programs which focus on the integration of technology with art, education and enterprise. Programs are tailored to help the residents of the community?both children and adults?move toward greater prosperity by increasing their educational and employment opportunities through comprehensive technology and literacy instruction. "
"Education","Adult Education","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=HH-0500&cid=38537","Salvation Army: Brown St. information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=SalvationArmyBrownSt_1147_12_0","(215) 717-1169  ","1340 Brown St.   Philadelphia  , PA  ","","linette_gallimore@use.salvationarmy.org  ","Salvation Army: Brown St. information provided by: the Pennsylvania Prison Society Housing information, child/family services, employment, education, drug/alcohol treatment, residential/transitional services, re-entry, emergency services (with documentation)  "
"Education","Adult Education","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=HH-0500&cid=38537","Philadelphia Development Disabilities Corporation: The Arc of Philadelphia information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=PhiladelphiaDevelopmentDisabilitiesCorporationTheArcofPhiladelphia_1147_12_0,http://www.arcpddc.org","(215) 229-4550 ","2350 West Westmoreland Street  Philadelphia , PA  19140 ","19140","contact@arcpddc.org ","Philadelphia Development Disabilities Corporation: The Arc of Philadelphia information provided by: the Pennsylvania Prison Society Provides vocational training, case management, job development and continued follow up. "
"Education","Adult Education","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=HH-0500&cid=38537","Salvation Army: Eastern Pennsylvania information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=SalvationArmyEasternPennsylvania_1147_12_0,http://www.use.salvationarmy.org/use/www_use_easternpa.nsf","(215) 787-2978","701 N Broad Street  Philadelphia , PA  19123 ","19123","","Salvation Army: Eastern Pennsylvania information provided by: the Pennsylvania Prison Society OESS intake office for single women, families, and head of household (male or female) with children. This location is used for intake after 4pm on weekdays and all day on weekends. "
"Education","Adult Education","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=HH-0500&cid=38537","Temple University: Adult Literacy Training information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=TempleUniversityAdultLiteracyTraining_1147_12_0,http://chpsw.temple.edu/cspcd/programs/adult-literacy-training-ged-programs","(215) 204-2560  ","1913 North Broad Street  Philadelphia , PA  19107 ","19107","well@temple.edu ","Temple University: Adult Literacy Training information provided by: the Pennsylvania Prison Society Temple CSPCD offers a myriad of other employment, training, and workforce development programs. Temple WELL expands services and provides the precursor training to help youth and adults obtain the required literacy and math skills and GED to enter post-secondary education and training.  "
"Education","Adult Education","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=HH-0500&cid=38537","Temple University: GED information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=TempleUniversityGED_1147_12_0,http://www.temple.edu/marc/ged.html","(215) 204-86153 ","1803 N. Broad St  Philadelphia , PA ","","sally.frazee@temple.edu ","Temple University: GED information provided by: the Pennsylvania Prison Society At Temple, GED® Testing is offered on Saturdays (English and Spanish) and Fridays (French) at the Main Campus. All testing is by appointment only. To arrange for GED® Testing at Temple, call 215.204.8613, Monday-Friday, between 8:30 am and 5:00 pm. "
"Education","Computer and Related Technology Classes","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=PL-7400.1500&cid=38537","Free Library Hot Spot: Audenrued Charter High School information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=FreeLibraryHotSpotAudenruedCharterHighSchool_1147_12_0","","3301 Tasker St.  Philadelphia , PA  19140 ","19140","","Free Library Hot Spot: Audenrued Charter High School information provided by: the Pennsylvania Prison Society Provides free computer access, classes, printing, and all necessary equipment.  "
"Education","Computer and Related Technology Classes","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=PL-7400.1500&cid=38537","Free Library Hot Spot: Cambodian Assn. of Greater Philadelphia information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=FreeLibraryHotSpotCambodianAssnofGreaterPhiladelphia_1147_12_0","","2416 S 7th St.  Philadelphia , PA  19148 ","19148","","Free Library Hot Spot: Cambodian Assn. of Greater Philadelphia information provided by: the Pennsylvania Prison Society Provides free computer access, classes, printing, and all necessary equipment.  "
"Education","Computer and Related Technology Classes","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=PL-7400.1500&cid=38537","Free Library Hot Spot: Heavenly Hall Annex information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=FreeLibraryHotSpotHeavenlyHallAnnex_1147_12_0","","4015 Poplar St.  Philadelphia , PA  19104 ","19104","","Free Library Hot Spot: Heavenly Hall Annex information provided by: the Pennsylvania Prison Society Provides free computer access, classes, printing, and all necessary equipment.  "
"Education","Adult Education","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=HH-0500&cid=38537","Philadelphia Brotherhood Rescue Mission information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=PhiladelphiaBrotherhoodRescueMission_1147_12_0,http://pbrm.org/","(267) 284-0405  ","401 East Girard Avenue  Philadelphia , PA  19125 ","19125","info@pbrm.org ","Philadelphia Brotherhood Rescue Mission information provided by: the Pennsylvania Prison Society Provides a wide variety of outreach and empowerment services for homeless individuals and families.  "
"Education","Computer and Related Technology Classes","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=PL-7400.1500&cid=38537","Free Library Hot Spot: Institute for the Development of African-American Youth information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=FreeLibraryHotSpotInstitutefortheDevelopmentofAfricanAmericanYouth_1147_12_0","","2221 N Broad St.  Philadelphia , PA  19132 ","19132","","Free Library Hot Spot: Institute for the Development of African-American Youth information provided by: the Pennsylvania Prison Society Provides free computer access, classes, printing, and all necessary equipment.  "
"Education","Computer and Related Technology Classes","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=PL-7400.1500&cid=38537","Free Library Hot Spot: The Villiage of Arts and Humanities information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=FreeLibraryHotSpotTheVilliageofArtsandHumanities_1147_12_0","","2544 Germantown Ave.  Philadelphia , PA  19133 ","19133","","Free Library Hot Spot: The Villiage of Arts and Humanities information provided by: the Pennsylvania Prison Society Provides free computer access, classes, printing, and all necessary equipment.  "
"Education","Computer and Related Technology Classes","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=PL-7400.1500&cid=38537","Free Library Hot Spot: Mercy Neighborhood Ministries information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=FreeLibraryHotSpotMercyNeighborhoodMinistries_1147_12_0","","1939 W Venango St.  Philadelphia , PA  19140 ","19140","","Free Library Hot Spot: Mercy Neighborhood Ministries information provided by: the Pennsylvania Prison Society Provides free computer access, classes, printing, and all necessary equipment.  "
"Education","Computer and Related Technology Classes","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=PL-7400.1500&cid=38537","Logan CDC information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=LoganCDC_1147_12_0,http://logancdc.org/","","4542 N 11th St.  Philadelphia , PA  19140 ","19140","info@logancdc.org ","Logan CDC information provided by: the Pennsylvania Prison Society Provides computer access as well as training seminars for the public. Hours of this location: 10am -4pm Wed. and Thurs. "
"Education","Computer and Related Technology Classes","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=PL-7400.1500&cid=38537","Indochinese-American Council information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=IndochineseAmericanCouncil_1147_12_0","(215) 475-0272 ","4934-36 Old York Road  Philadelphia , PA  19141 ","19141","","Indochinese-American Council information provided by: the Pennsylvania Prison Society Provides free 36 week typing, data entry and computer programs which include life skills and drivers education. "
"Education","Computer and Related Technology Classes","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=PL-7400.1500&cid=38537","Media Mobilizing Project : SEUI Healthcare PA information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=MediaMobilizingProjectSEUIHealthcarePA_1147_12_0,http://www.mediamobilizing.org","(215) 557-9282 ","1706 Race St.   Philadelphia , PA  19103 ","19103","","Media Mobilizing Project : SEUI Healthcare PA information provided by: the Pennsylvania Prison Society Provides free computer access and computer training to the public. Open Access Hours: Mon. 12pm-6pm; Tues/Thurs 1pm-5pm; Sat 10am-1pm "
"Education","Computer and Related Technology Classes","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=PL-7400.1500&cid=38537","Media Mobilizing Project: Casa Monarca information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=MediaMobilizingProjectCasaMonarca_1147_12_0,http://www.mediamobilizing.org","(215) 253-3033 ","1448 S 17th St.  Philadelphia , PA  19146 ","19146","","Media Mobilizing Project: Casa Monarca information provided by: the Pennsylvania Prison Society Provides free computer access and computer training to the public. Services are available in both English and Spanish (open access hours coming soon) "
"Education","Computer and Related Technology Classes","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=PL-7400.1500&cid=38537","Free Library Hot Spot: Audenrued Charter High School information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=FreeLibraryHotSpotAudenruedCharterHighSchool_1147_12_0","","3301 Tasker St.  Philadelphia , PA  19140 ","19140","","Free Library Hot Spot: Audenrued Charter High School information provided by: the Pennsylvania Prison Society Provides free computer access, classes, printing, and all necessary equipment.  "
"Education","Computer and Related Technology Classes","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=PL-7400.1500&cid=38537","Free Library Hot Spot: Cambodian Assn. of Greater Philadelphia information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=FreeLibraryHotSpotCambodianAssnofGreaterPhiladelphia_1147_12_0","","2416 S 7th St.  Philadelphia , PA  19148 ","19148","","Free Library Hot Spot: Cambodian Assn. of Greater Philadelphia information provided by: the Pennsylvania Prison Society Provides free computer access, classes, printing, and all necessary equipment.  "
"Education","Computer and Related Technology Classes","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=PL-7400.1500&cid=38537","Free Library Hot Spot: The Villiage of Arts and Humanities information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=FreeLibraryHotSpotTheVilliageofArtsandHumanities_1147_12_0","","2544 Germantown Ave.  Philadelphia , PA  19133 ","19133","","Free Library Hot Spot: The Villiage of Arts and Humanities information provided by: the Pennsylvania Prison Society Provides free computer access, classes, printing, and all necessary equipment.  "
"Education","Computer and Related Technology Classes","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=PL-7400.1500&cid=38537","Indochinese-American Council information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=IndochineseAmericanCouncil_1147_12_0","(215) 475-0272 ","4934-36 Old York Road  Philadelphia , PA  19141 ","19141","","Indochinese-American Council information provided by: the Pennsylvania Prison Society Provides free 36 week typing, data entry and computer programs which include life skills and drivers education. "
"Education","Computer and Related Technology Classes","http://philadelphia.pa.networkofcare.org/ps/services/subcategory.aspx?tax=PL-7400.1500&cid=38537","Logan CDC information provided by: the Pennsylvania Prison Society","http://philadelphia.pa.networkofcare.org/ps/services/agency.aspx?pid=LoganCDC_1147_12_0,http://logancdc.org/","","4542 N 11th St.  Philadelphia , PA  19140 ","19140","info@logancdc.org ","Logan CDC information provided by: the Pennsylvania Prison Society Provides computer access as well as training seminars for the public. Hours of this location: 10am -4pm Wed. and Thurs. "
